,TSPAN6,TNMD,DPM1,SCYL3,C1orf112,FGR,CFH,FUCA2,GCLC,NFYA,STPG1,NIPAL3,LAS1L,ENPP4,SEMA3F,CFTR,ANKIB1,KRIT1,RAD52,BAD,LAP3,CD99,HS3ST1,WNT16,HECW1,MAD1L1,LASP1,SNX11,TMEM176A,M6PR,KLHL13,CYP26B1,ICA1,DBNDD1,ALS2,CASP10,CFLAR,TFPI,NDUFAF7,RBM5,MTMR7,SLC7A2,ARF5,SARM1,POLDIP2,PLXND1,AK2,CD38,FKBP4,KDM1A,RBM6,CAMKK1,RECQL,CCDC132,HSPB6,ARHGAP33,NDUFAB1,PDK4,SLC22A16,ZMYND10,ABCB5,ARX,SLC25A13,ST7,CDC27,SLC4A1,CALCR,HCCS,DVL2,PRSS22,UPF1,SKAP2,SLC25A5,CCDC109B,HOXA11,POLR2J,MEOX1,THSD7A,LIG3,RPAP3,ACSM3,CIAPIN1,SPPL2B,FAM214B,COPZ2,PRKAR2B,MSL3,CREBBP,BZRAP1,MPO,PON1,GCFC2,WDR54,CROT,ABCB4,RHBDD2,SOX8,IBTK,ZNF195,MYCBP2
COSMIC_753538,7.04388116,2.698752864,10.92850281,3.88405167,3.173286563,3.310987768,5.871991486,7.744656008,6.758341248,5.081162308,3.51276059,7.045355442,3.866546015,3.191963491,4.744166164,2.937907317,7.443238461,3.643179166,3.404934258,7.322147228,7.193940284,3.619803568,7.279150675,2.905226085,2.845913527,5.298362715,4.222888807,5.306409376,3.062966734,9.694603203,6.040418454,3.44841144,3.14742337,3.454215096,3.673137196,3.054576982,4.902369804,3.448306958,5.826013012,7.106616276,3.405369246,3.039156229,8.07223685,3.150289614,6.897455286,4.686086175,7.046860992,3.074478804,8.274523602,9.344248639,5.575071704,5.414087178,7.232496647,3.129663509,2.959283738,2.990489049,11.13368783,2.811830715,3.106794101,2.78187986,2.87525886,2.957505435,6.065646188,5.934183361,7.406019551,3.155072103,3.020433716,7.144252381,4.750796434,4.163262511,7.435768336,9.213797206,12.36865557,3.527454065,3.083707148,8.735123414,3.04527547,2.791261538,4.088649842,7.792856542,6.95727949,5.924965478,3.686831033,3.349953331,3.712869886,3.052535911,3.518186048,5.931004922,3.489316021,3.208026219,2.747871506,5.143128003,7.147454774,3.902085822,3.07006635,8.497208881,2.979637997,7.272522704,7.196013783,8.752106898
COSMIC_753539,8.066591725,2.644074449,9.690969052,4.181028476,3.152999393,3.535432326,3.306555257,3.360331016,4.39879098,5.457943108,3.834627372,6.865722758,3.86618009,3.181346122,4.505955818,2.945965116,7.356256157,3.461629227,3.823457439,7.814785461,5.854731702,11.40996752,3.140599535,2.815323445,2.878586068,5.144349255,3.711356369,4.489116422,3.383403606,8.808366952,6.495671941,3.053738923,3.522637296,4.030858537,3.263879933,2.963732953,5.168010274,9.36332791,6.094193368,9.204061693,3.432541648,4.939175301,8.370729502,4.075883009,6.960560793,3.247476169,6.095471624,2.968953674,7.927392747,9.065233839,5.89562545,4.530618941,7.213772403,4.063572676,2.998198821,3.003944354,11.09907953,2.882287001,3.256419508,4.531160382,2.951294361,10.08780562,4.696761635,5.003877093,8.329467682,3.126142292,3.061581688,5.782240933,5.084077876,3.10041349,5.734235094,3.730280738,11.7116924,6.6520954,2.898285549,8.601931179,3.126430812,2.668109548,3.963360551,7.352877926,3.601461512,5.82170297,3.57713098,3.092000497,4.006545299,7.199983228,3.260427592,5.554807324,3.671633307,3.460564443,2.776783474,4.778961688,10.11855534,3.270393869,2.939326316,7.65418946,3.104399923,6.824588491,8.274198085,8.257724774
COSMIC_753541,7.473644707,2.764981757,10.50793164,3.998185898,3.013444462,3.554335222,6.749405157,7.271109064,6.618510774,4.821756871,3.767706572,7.62821626,3.655932673,3.48919035,6.007434996,4.777146544,7.491778513,2.817384077,3.285856854,7.412489268,6.063243454,7.736835221,5.71132733,2.929723718,2.730690569,6.573204773,4.395373526,5.203211537,3.15437222,8.666884501,6.583738584,3.267441992,3.374377795,3.463592259,3.413963469,3.402125753,6.904211774,11.14822346,5.708084908,6.921244621,3.547157519,3.038853416,9.180737208,3.232827597,7.364195744,4.846651135,6.766758732,3.372489678,8.658136669,8.875232229,4.590559394,5.252383214,6.474494901,3.356990754,2.924866153,3.067936791,11.48923729,2.890899404,3.115862668,2.876277191,2.827815677,3.144884597,5.221691748,6.173438802,7.377060734,3.256401246,3.0048158,8.060666057,4.926781076,5.697623183,7.26434117,7.68946039,12.05283922,4.313972794,5.591379411,9.487517961,3.01773371,3.194237619,3.93640163,6.646181795,3.756790599,5.927896963,3.84325623,4.498014656,7.531355398,3.215921068,3.372437177,6.027392679,3.58823216,3.339527275,3.102364367,3.999097534,5.843922701,5.030312366,2.98451201,9.19271548,3.265339016,6.27826755,5.985075427,7.765967348
COSMIC_753546,7.143178507,2.843169234,9.431155484,4.591130465,3.581702804,3.273926811,3.168849707,7.725733443,7.015580639,5.283177684,3.893038142,6.66218349,4.223072085,5.263799307,3.840351405,3.153972936,7.523117813,3.899708385,3.358363938,6.009763668,6.150408579,8.095048724,3.151223445,2.984791915,2.892265688,7.082405042,4.033763407,5.676968402,2.910184064,10.1919877,4.008226112,3.080266064,5.704078994,3.914649294,3.993217092,2.924371857,4.972616772,5.099592995,6.359919018,8.803179282,3.405064681,4.659664353,7.999731599,3.646085611,7.473214407,3.764229407,7.549282307,3.165382291,8.212651037,8.678983973,5.714784848,3.930827757,8.146454768,4.121843419,3.000342022,3.172704425,11.56033678,5.710270977,3.172584016,2.765848394,3.630318419,2.948451499,8.439380864,5.629392943,8.44420392,3.190125889,2.989568646,7.862446311,4.619251292,3.404770233,5.722321958,8.268452663,12.09532886,3.707359272,3.666568025,9.569908099,3.015710603,2.876943255,4.569059764,7.565080673,3.67274794,6.011455365,3.915845074,4.993269366,5.55187694,3.79364795,3.740634,5.909547525,3.594060212,3.499692523,2.818268484,5.891880289,8.268658379,3.52616953,3.863593025,7.035484117,6.347589726,7.14997248,7.411241544,8.753264044
COSMIC_753547,6.22684506,2.699793348,10.45482039,3.731728401,4.125099547,3.114856878,3.248479751,7.433955064,5.677456,5.47473417,3.817493578,8.592515663,4.31044221,6.169515684,4.47423675,3.156423391,7.243135864,3.535916941,3.343929384,6.988058478,6.251302999,8.110899274,3.042460405,2.783342777,2.631905992,5.342926153,3.770774383,5.722992899,3.293162026,8.70592636,3.152799788,3.039132934,3.627748002,4.377730392,3.829980374,2.934021851,5.141608209,3.184455489,5.673244368,7.534266864,3.492204613,3.035750692,8.764275698,5.220531448,7.682787513,5.810520768,7.096817417,2.974591268,8.273169053,9.656042679,5.319394653,5.022479205,6.814992146,3.480010609,2.845220832,3.062642747,11.39691315,3.016324111,3.141782248,3.121260291,2.918900144,2.787180561,6.723551385,6.16032672,7.748744746,2.989071573,3.09981973,7.080025046,5.655088885,2.991103947,5.698092149,6.857015976,12.08330765,7.223301271,4.417557688,9.374895256,2.995742332,3.078518958,4.921220414,6.170872748,3.321237701,5.949977382,3.829358307,2.936159058,3.205044512,2.796945854,3.936601556,5.724391227,4.068273933,3.279993122,2.886191097,6.480344787,10.49848728,3.094069973,3.203133342,8.127811287,2.993814601,5.656597428,6.711380106,7.399108998
COSMIC_753548,3.330888372,2.735677036,9.720143769,4.030189429,4.940889848,3.297833849,3.727429676,3.58503275,6.109283581,5.697961661,3.338349128,7.205405761,4.131753188,4.059610012,3.90612047,3.300087903,8.555236232,4.326810729,3.501597413,5.924962993,6.984659361,10.66086051,2.974337708,2.981315778,2.769523608,8.359511562,4.517000454,5.044232641,3.147112247,9.699118386,3.211964173,3.311630625,3.241895028,3.310724251,4.86419556,3.428751723,5.774104758,4.563169648,5.780272424,9.127654939,3.366812576,3.123318394,8.839945784,3.773019527,7.00571587,5.115349984,6.246568935,7.619962847,7.501179576,9.750782107,5.98725313,4.094550119,8.364999641,3.82700707,3.081031941,3.194228311,11.40204297,2.976751846,3.109749742,3.094943316,3.012236738,3.223676746,3.875548588,3.978428194,7.437301599,3.191616771,3.108621546,6.729581264,6.02574992,2.976126525,6.370069098,3.505920776,12.3557037,6.66843682,3.101989908,9.987283355,3.151275508,3.076075252,4.454865411,7.345031591,4.310653685,5.64659178,3.76384104,4.673814054,3.432341143,2.937625685,4.467661262,6.108006909,4.358976386,3.143149408,3.027562628,5.87272817,9.413354848,5.287231859,3.143905882,6.927075433,5.523875897,7.604612234,7.505838819,9.489275476
COSMIC_753551,6.756767276,2.929277792,9.28524604,3.751144081,3.627425538,3.230140201,3.179422228,7.007468068,5.541605066,6.875026425,3.880510815,7.972354197,3.902178871,6.147149208,5.390818158,3.368661093,8.750872313,3.862056333,3.904648442,7.52339169,4.284090527,4.515905063,2.97052457,2.917846155,2.82127613,7.461918612,3.978892001,4.581607142,5.516366381,8.800701021,3.210018923,3.975345368,7.719314667,3.462966529,3.888888383,3.049134478,5.200225141,3.341051373,5.957219723,8.396719457,3.811479389,3.202643907,9.362925051,4.45886246,6.472097359,4.623581161,5.602040013,2.822359617,6.988639766,9.73383487,5.292292311,4.967587818,7.45979557,3.850077715,2.945379513,3.390536533,11.054597,3.114334461,3.259671387,3.067776657,2.984552178,3.154879535,7.291749293,8.016636293,7.927125946,3.162135909,3.252868073,5.834490866,5.535693746,3.58173104,6.458978051,8.234982456,12.02208484,5.080057391,5.211349532,9.534137536,3.113058154,2.991500287,4.610431082,7.575614552,3.974371677,5.045783279,3.919372184,4.116241842,3.312320861,6.625145013,3.364954479,5.66223619,4.39774703,3.356727434,2.871605476,6.179015252,9.232251171,3.482421889,3.099043853,8.891988039,8.296195658,6.808287947,7.558038249,7.444994756
COSMIC_753552,9.17262721,2.853481267,10.11121152,4.579363824,3.883946232,3.507772203,5.206148059,7.702842887,7.375592902,5.19196058,3.817006912,7.461401347,3.716333969,4.577675035,6.750377421,3.168660003,8.695891365,4.148042362,3.586204238,6.851095719,5.702445591,9.256448011,7.016133741,2.854681372,2.580738061,5.283637718,5.112585152,4.932176162,2.807010507,9.545029109,4.192676291,3.242853087,7.42965348,3.611401808,3.431713195,3.188491305,4.9377578,3.401318599,5.221055181,8.459554515,3.436462537,4.990033206,8.650164436,3.920665171,7.047060905,3.303649848,6.108811163,3.518795263,8.022581995,9.720342303,6.236422487,4.500295385,7.346733916,3.847354207,2.858539069,2.948955423,10.85697062,3.006493228,3.227318472,2.948628995,2.865032558,2.818458653,7.513078863,5.765038817,8.015794271,3.169996527,3.11578605,7.287421201,4.38134171,4.002509598,6.324470952,9.629401772,11.83149557,4.273256413,3.077910783,9.785445012,3.125095181,2.9821028,4.228221676,7.591625883,5.319310336,5.614954963,3.281981405,4.054498963,4.051859174,2.813988058,4.240804778,5.790822346,3.408588672,3.217858893,2.902885938,4.69986869,8.61687537,6.345301178,2.950462609,7.443021083,3.265512797,6.987063385,7.730249784,9.053092533
COSMIC_753554,7.783562235,2.945233635,9.599461928,4.269343352,3.514417476,3.087720677,5.370798835,7.637584051,5.904286769,5.318121126,4.042952702,7.114798656,4.349539554,4.949967145,3.994295313,3.226981215,9.716546252,4.239360438,4.469725519,6.209666656,5.502571656,7.567134633,5.123822562,3.121982078,2.947288282,5.222937013,4.594840085,5.08583651,3.143508215,9.768902297,3.362722134,3.072550132,7.621272314,3.630193829,3.799275336,3.064140764,4.67739039,10.30965746,5.756918345,7.634372432,3.504129506,3.337424548,8.546922199,3.308214392,7.628115579,4.105124509,6.666857429,3.742744322,7.679390997,8.244513026,4.965773739,4.356106315,7.332165542,4.590118505,2.948943164,3.088432905,11.01297557,5.192085436,3.188813522,2.931805849,3.074067401,3.264501159,7.521189669,8.792933991,7.371520362,3.333511653,3.224206376,6.51636364,5.392465162,4.117727246,6.319575626,9.192528196,11.93268169,4.394103632,2.978869146,11.02829434,3.015977163,2.840851339,4.680444573,7.417811613,6.149541111,6.258114866,4.333052233,4.263925033,4.727016676,2.837743891,3.548343457,5.30658726,3.817559295,3.513267701,2.905230337,3.790276058,9.668036911,3.595458915,2.973740973,8.310025077,3.918680823,6.725080718,7.13586244,7.584313952
COSMIC_753555,7.633697257,2.717508011,10.27919276,4.388532897,3.306346111,3.257030461,6.779248375,8.792350705,7.220728608,5.58700816,4.005444967,6.218336623,4.010405998,4.61380632,4.549571996,2.982594335,9.171530056,4.855342569,3.822602767,6.685422375,5.032443845,6.58453554,6.071694854,3.064493813,2.895665281,4.924315554,4.200138167,5.812190016,3.266895682,10.38402596,5.632684311,3.502610455,5.773683155,3.842850949,3.693640051,3.035597255,4.550034719,7.990737807,7.037698016,7.514223829,3.335965522,3.578650795,7.950146346,3.158249875,6.688082774,4.282161428,4.75429078,3.248814685,8.242102848,7.669218082,4.813759676,4.958458066,8.635783248,4.50040653,2.975111057,3.147792451,11.42770334,3.103034615,3.328424658,2.863550253,2.893803629,3.258688452,6.876459321,5.988574372,8.659709833,3.138265663,3.2004163,6.264300424,5.590563444,4.23059674,6.046663414,7.110474778,12.05038639,5.201372801,3.64002402,10.3294244,3.045273202,2.801876598,4.618874207,8.893354592,3.459459289,6.615519577,3.291310766,3.865590503,5.499825277,3.886699029,3.387875755,6.467808629,3.533131825,3.53002421,2.805897093,5.066091095,8.469086987,3.580599455,2.825544962,5.50838169,3.685582293,8.037151684,6.35441682,7.83849797
COSMIC_753556,6.926819139,2.796684215,10.17056165,4.012155736,4.256038071,3.073894559,3.133313151,7.535371111,5.051321291,4.585837408,3.519872678,6.818630851,4.297836442,3.583318548,3.654816715,3.04574204,9.587461238,5.052568277,3.380536782,7.072831292,5.275265807,8.169380718,4.521526171,2.895175487,2.822449441,6.413607713,4.529215151,4.631717073,2.744141985,9.484412455,5.375844485,3.364058741,4.010517577,3.978329028,3.717758251,3.342723613,6.008665577,6.488238364,5.444881684,8.057462897,3.281845738,3.671001386,8.521616178,3.219208764,6.997771416,5.315006436,6.136308785,3.081103582,7.973920697,8.435974722,4.844934495,5.011737521,7.797284962,5.785342905,3.049040438,3.024762277,10.8684587,2.990059278,3.215363807,2.79427803,2.940965493,3.267920061,9.006884866,5.917097102,7.228734872,3.116976906,3.136164446,7.622840973,4.848485742,3.884137511,6.820395964,8.051250169,12.38523925,5.581768526,4.413336382,11.62410314,3.073510162,3.043545501,3.720349454,7.105810934,3.424262226,6.250377164,3.695649436,3.374155733,5.453273358,3.568369353,3.670286065,5.373008903,3.66423595,3.27564322,2.931472332,4.970613141,8.459469063,6.777373062,3.003794996,8.332996344,2.991512734,6.657033187,7.036139993,8.115318336
COSMIC_753558,5.303540085,2.839292884,10.27967982,3.537267112,3.426283089,3.323547199,3.487003313,8.575017987,5.666499489,5.100557849,3.961890598,7.522007714,4.162612295,4.517992466,4.435572539,3.149550811,8.707214232,3.949473116,3.701358386,6.178518915,7.212296478,8.808782112,3.480016155,2.889170362,2.884854255,5.560468217,4.975948488,5.028041374,3.276904136,9.576396469,3.263958582,3.12864047,3.356286737,3.76311951,3.988134034,3.153916889,7.559918333,6.242388331,6.086035249,7.050031617,3.420272761,3.083161763,8.557481956,3.325339652,7.49881257,4.355614973,6.518445358,3.103473652,8.362957643,8.468818886,4.559102725,5.225420629,8.856200921,4.319294985,3.003677196,3.076368421,11.11863529,3.182756225,3.24928543,2.677372399,2.956833267,3.76387949,6.645834427,5.943983037,7.839927542,3.00131268,3.083252486,7.579950081,4.878448673,3.175992367,6.290263728,9.14195729,11.52343453,5.542031374,2.830274038,9.427814868,2.928116075,3.489488955,3.902361347,7.713178312,5.166792074,5.716421354,3.559640124,3.33498128,3.323231773,2.941892384,3.968917713,6.245600592,3.519968449,3.38355392,2.851625041,5.402366329,7.377209787,3.780831437,2.900851933,7.106188442,2.986431336,7.521731746,7.267510752,7.571999833
COSMIC_753561,7.700018624,2.649758865,10.26306534,4.096581221,3.746406973,3.294332624,6.720389284,8.540611597,8.999980279,4.684322329,3.685074,5.369731162,4.1275323,3.259287416,4.192499563,2.961036837,8.313902046,3.545938267,3.465375914,7.524332694,6.712491369,9.594914294,7.017621017,3.218246976,2.923249971,6.004455354,3.637048825,5.21473736,3.415536531,9.72346128,4.866350349,3.512349496,4.320297334,4.08796719,4.074582657,3.392524282,4.969494827,3.919332965,5.541789834,8.071739913,3.430370583,4.72745653,8.269192293,3.336674683,7.933512893,4.149421775,6.173619877,3.145798264,8.451639701,9.781893384,5.36986704,5.570878683,8.434698627,4.014789832,3.149878271,3.295444001,10.83823815,2.975308064,3.345810151,2.787530212,3.018757339,2.968648054,7.392961277,5.599435694,9.004744811,3.329110099,3.211758272,7.250094952,4.961427287,3.663072906,6.141773407,6.85328731,11.98733341,5.214239252,6.179605997,10.04546911,3.184373759,2.818257868,4.10101442,6.852097876,3.802261997,6.318577343,3.52708899,2.864070343,4.096234263,4.892857298,3.537504411,5.208992052,3.933483391,3.423928671,2.837430234,6.446683443,7.997241967,4.286540764,3.07356576,7.869016651,3.802043363,7.036559304,7.83465535,9.28090577
COSMIC_753562,7.248265362,2.639076883,11.45070463,3.682687592,4.047990333,3.275508618,4.381101115,8.076191166,5.395313909,5.550068251,3.636066749,6.819124631,4.59732535,3.329963124,4.388217204,3.204006008,8.558510837,3.756870746,3.618830263,8.155374063,6.199903027,8.133319538,7.185664444,3.001194623,2.762206577,7.320229919,4.437263724,5.42087321,3.535913677,10.03682329,6.209390147,3.10941824,3.257258334,3.30735367,3.982444237,3.002989543,4.403223685,3.21801174,5.806601249,7.617253757,3.463029168,3.123854791,8.338624303,2.971780384,7.408923746,3.811335308,6.163272398,2.706918352,7.663443907,8.490382178,5.292861502,4.751075472,9.680817932,4.291319898,3.138588546,3.10840376,11.05676524,2.89409756,3.223393159,2.851760971,2.974096231,3.001322389,7.342916735,6.655700358,8.126523091,2.949666022,3.06886854,7.736227604,5.111317842,3.117687238,6.088993756,7.769000006,12.31563072,6.54132709,5.86060507,9.422079734,3.00473454,2.980574294,4.073504276,7.461256884,3.180078183,5.787412851,3.289595108,4.582538623,3.607726535,3.022876394,3.798826748,4.857900327,3.705597157,3.163055604,2.92918756,5.364321267,9.501689501,4.483863753,3.06388143,7.194932615,2.807769166,7.111566196,7.138660472,8.3176538
COSMIC_753563,3.324397641,2.816050885,9.524150583,5.260337998,3.39983077,9.918743244,3.17739738,5.813465186,5.615724949,5.560635523,3.59545809,6.999221504,4.078843444,5.211194188,3.843195334,3.263104207,7.895853454,3.938616337,3.775617905,6.474903818,6.041906814,8.143651822,2.935205592,2.754584252,2.822969218,5.332690371,4.107259281,7.629092161,3.098402284,9.442226573,4.282530592,2.988284574,6.482506989,4.338971694,3.606321723,3.420492792,7.412838998,6.783204817,6.166990091,8.889110634,3.665214601,4.228710545,8.11610819,4.094123332,6.992417433,3.658924237,6.594298125,3.82234044,7.209056072,8.304779672,5.684119766,4.043562657,7.857340161,4.116978344,3.0496874,3.030450783,10.96403693,2.94343596,3.145729935,2.865707589,2.995868587,2.923569765,6.529478496,7.115217045,7.514901754,3.06294338,3.317308948,7.031562564,4.539750697,3.501110776,6.525735195,7.66666283,11.9595528,4.838753475,2.939836294,9.595701215,3.786610397,2.690199709,4.534128394,6.912856626,5.362198028,5.776663749,3.568363451,3.170266048,3.482773912,3.367774465,6.010358728,5.581427644,3.834217783,3.726658513,2.914947125,6.398087605,9.396177861,3.819698713,6.24886919,6.864850501,3.151362008,7.099800987,8.58537388,9.928831174
COSMIC_753565,8.166982662,2.889427685,9.447908348,4.86475522,4.819537915,3.366459254,3.39339939,8.109442905,5.601086954,6.870452434,3.559861115,6.78642031,3.988259428,6.525540632,4.345891162,3.0849018,7.599885214,4.445221367,3.649786345,6.420808575,5.66813727,6.907301053,3.223929406,2.967818223,2.747766307,4.469384745,4.053977949,4.694181983,2.99073355,7.697309375,3.342785932,3.040477938,7.35262348,3.929243357,3.938571441,2.993879156,5.683509701,3.185564384,5.30879596,8.043516443,3.920763319,3.270393242,9.309019109,3.754852459,6.634904361,4.016515211,6.617709015,3.266366277,7.666628467,10.54540988,5.799588551,4.38034905,7.383157055,4.611565947,3.011551417,3.125970569,11.14746486,2.876728459,3.316142351,3.036194727,2.799712379,9.405993196,5.569965595,6.386124104,7.865291857,3.201456796,3.086428938,6.970602953,4.964069401,3.008024166,7.563117785,8.866305018,12.03998761,7.397517284,3.181273675,9.728693126,3.052095914,3.195751664,4.886584998,7.778162665,6.643377977,6.12828831,4.644219356,3.769804276,3.148905696,4.702840859,3.757761067,6.298195626,4.295650804,3.634813942,2.857352961,6.745980466,8.531640406,3.217368473,2.999045959,7.244475021,5.95929546,6.372125953,8.760656078,8.075471488
COSMIC_753566,7.381170354,2.660365738,10.84394251,3.944321322,4.032020403,3.440237432,4.087778288,9.141686923,5.286246113,4.722959144,3.78132602,7.381543398,4.490268527,4.487779239,3.794442909,3.202830628,7.897241149,3.202259311,3.214956501,7.974893417,7.928365839,9.344295669,3.394003654,2.965316934,2.841565491,4.887395493,5.291063705,5.389237235,2.953027599,9.352848993,3.285196152,3.611587675,3.868832966,3.741475639,4.375467545,3.415316621,5.543371912,10.43174113,5.019721161,8.508513046,3.47217918,3.25165958,8.461346188,3.291739134,7.519945254,5.562795261,6.829876554,3.18778558,7.726808381,8.996337814,5.471027502,4.604002699,8.400572438,3.995900407,3.023485656,3.098713255,11.00391181,3.062076126,3.307502513,2.904468344,3.034074599,3.057226929,6.102923384,6.445386421,8.003352232,2.946073681,3.358733815,8.48563419,5.460584412,3.302256199,5.907516643,7.607997699,12.18547248,5.366918205,3.35231053,9.566789454,2.907936407,3.010248172,3.837406181,6.74250552,3.15651778,6.130363125,3.504467563,4.724975078,6.647620305,3.410251236,4.613988791,5.877592162,3.557605076,3.390488427,2.874671922,4.587663782,9.467272928,3.900579346,2.917581233,7.063748414,2.920013358,6.943684658,7.844900196,7.568150879
COSMIC_753569,8.263270804,2.63377046,10.26011692,4.000866364,3.927738612,3.142780754,7.792849182,8.427670834,8.191180993,4.820842398,3.760323835,6.92019138,4.007929195,3.836426763,5.679255916,3.118018886,8.897136291,4.767996384,3.625187528,7.351965934,5.241637447,6.784189901,4.294008497,3.708759123,2.882202006,5.516860062,4.182042411,5.010783572,3.130448301,9.282182807,5.929384231,3.106496902,4.45164327,3.510750266,3.515588585,3.056431085,4.688970287,8.360873227,5.560700539,7.6989352,3.370267377,3.176373176,8.108445554,3.871545089,7.402548718,4.057968367,6.248445052,3.758650349,8.45155193,8.847419358,5.220684573,5.523399681,7.971068625,4.579935116,2.906546263,3.236908357,11.56377639,2.895033168,3.155935892,2.797453537,2.948985901,2.825181394,7.225001285,5.29020126,8.207347811,3.241067451,3.121529617,7.109287221,4.563757309,3.584834931,5.882940054,8.3333861,12.00323088,5.480384086,6.652236915,10.30386944,2.87155974,2.897537971,4.343578173,7.889729782,4.88262591,6.025593415,3.426594324,3.584834931,8.480507905,3.038104732,3.438752829,5.265109877,3.668339351,3.372206592,2.893652369,4.863643852,9.020302179,6.014934982,2.803159253,8.097163899,4.787853771,7.345117774,7.604819301,8.916065821
COSMIC_753572,7.722230983,2.634565929,9.590990004,4.351870718,3.435607851,3.16642208,3.04258156,6.929494074,5.408686619,5.599127279,3.461701933,6.591327266,4.506559842,5.293181314,4.292467184,3.223528016,8.453268181,4.051812486,4.519912711,6.321588149,5.587042917,7.732459007,2.830814576,3.056598485,2.867484722,4.469423273,4.267567937,5.075122722,2.987802254,10.56599327,4.081816547,3.416801496,4.871229573,4.146328897,4.04495655,3.040869934,5.657026344,11.94989499,5.875928736,8.240197091,3.326016397,3.086760465,9.275790274,3.588380254,7.515911572,3.914495107,5.994231607,2.959740665,7.913011973,8.872557487,5.284632006,4.377621858,9.044759564,4.025493385,2.998225641,3.050470637,10.4761082,3.050379306,3.273820698,2.7107667,2.920820507,2.935294403,6.602209378,6.208038275,8.024489448,3.218908564,3.37127666,7.809021955,5.262669942,3.419101438,5.853489952,10.77600982,12.20574338,5.759617997,4.952749187,9.277010248,2.976642845,10.50592427,4.727666242,7.314635782,3.384086813,5.839486707,3.86088074,4.352915619,4.074595485,4.961881403,4.055377047,5.848597151,3.623006885,3.260852912,2.813375786,5.825012157,8.839173293,4.454588032,2.880853841,7.305833619,5.229793525,7.358433025,7.391886576,7.868778077
COSMIC_753573,9.191267958,2.787185536,9.382018666,3.881672423,3.712593091,3.082665749,4.977506648,7.031714288,7.984697319,4.496355823,4.518121009,6.920248803,3.9513405,3.467570126,4.766290811,3.363456086,8.602305,4.17102297,3.405515024,7.007029967,5.478452984,7.135205922,3.787576531,3.096049567,2.94611429,5.79048344,4.134279739,4.678636885,2.970248249,9.784769628,7.554448708,3.176427839,3.973170342,3.589216427,3.724574485,3.130421679,4.096139253,3.431099609,5.877345723,8.135858746,3.382571097,3.559470568,9.288490606,3.108127317,6.847808939,4.500775849,6.373148715,3.086672671,7.744842494,9.14267808,5.153029255,4.685517527,8.735978845,3.616818872,2.884768235,2.979514247,10.93778131,2.776339928,3.148392505,2.916083294,2.926112024,2.875448692,7.502717638,6.502750453,7.605870029,3.050604557,3.196135771,6.427200844,5.553249487,3.400750703,6.124705724,9.312351704,12.10007295,5.305134884,5.36703735,9.850574789,3.359251452,2.727959356,3.761834822,8.062112104,5.215926528,5.773619299,3.901616168,3.991323192,7.647107044,2.936890641,3.661509396,6.148352859,3.565401888,3.222974894,2.87652419,4.934704856,9.747285861,3.774435156,2.97889825,8.529865483,4.178443955,6.639932574,6.59296077,9.255299922
COSMIC_753574,8.489624442,2.700996369,10.91412134,3.748811143,3.717691103,3.335388338,7.454047762,8.097982669,6.801878647,5.1429897,3.427361507,6.140102107,3.855239058,3.425033411,4.438553936,2.911309745,8.846955736,4.096679876,3.751217507,7.131449879,6.144650155,7.815227468,4.075863416,2.833302589,2.759274032,5.197774169,4.743108874,4.800519271,3.150715777,10.19530339,4.861987883,3.403646268,6.381900965,3.281492019,3.671537795,2.95247961,4.338683045,7.49847645,5.952892655,8.243342051,3.33831337,4.004608583,8.677883574,3.490602008,8.927483139,4.182449911,6.324998056,3.2189947,8.615962707,9.907313382,5.03314688,4.009962698,8.241427657,4.005199355,2.892488757,2.966543151,11.13494368,2.994820873,3.191841511,2.77142882,2.92100918,2.997892359,8.267941248,6.546898355,7.927122079,3.036927616,3.033891125,7.203533525,4.629109426,3.83220412,6.2570847,9.571457254,12.10558312,5.488868282,4.895566575,10.33930708,3.135767777,3.54839422,4.209205442,8.59060818,3.263946353,5.830753653,3.26009476,2.898123433,3.639053569,3.152851529,3.769682319,5.620485621,3.426158824,3.130206769,2.833816704,5.879759139,9.953177631,5.6302362,3.010917437,8.689839702,2.780248221,8.089454603,7.084445894,8.956691041
COSMIC_753575,8.150602743,2.704813647,11.16615762,3.63546926,3.835830051,3.214493602,4.742002958,8.507033773,7.918604035,4.65951529,3.569023239,7.01383192,3.90437064,3.198505356,4.207163281,2.900116661,8.290002718,3.655294012,3.376288796,8.611327671,6.43906944,7.347717888,5.419096045,2.896516848,2.862653469,5.706919031,4.553287207,5.403598371,3.125253652,9.739872262,5.199183858,3.949305939,3.830900278,3.323452057,3.370768792,2.864290069,3.768361456,3.207422772,6.131592691,7.723768334,3.231530497,3.295236695,8.86584783,3.139440101,7.985552307,4.379854976,7.112828226,2.852586688,7.823003263,9.557741623,4.852701777,5.12121721,8.45520888,4.040372466,2.809430088,2.905821347,11.16985734,2.764154275,3.096533122,3.048376516,2.813430408,3.008218246,6.992736396,6.233365644,8.406512118,2.988974177,3.048434037,7.456153372,5.223142792,3.32611252,6.665766201,7.955128362,12.13394894,5.546026216,4.834866666,9.806698814,2.872913539,2.966009593,4.100146392,7.722368027,3.351613364,6.890179907,3.281732634,3.518947071,7.432019739,3.450365389,3.36774825,5.629536434,3.411712016,3.207553767,2.813389242,5.771995426,9.850014622,4.075146534,2.651556458,8.153374278,3.000548041,6.350169528,5.99701409,8.954606929
